vertex,A8:F7:D9:59:B7:81,A8:F7:D9:59:B7:A1,A8:F7:D9:5A:4A:21,A8:F7:D9:5A:4A:41,A8:F7:D9:5A:4A:A1,A8:F7:D9:5A:4F:01,A8:F7:D9:5A:4F:21,A8:F7:D9:5A:4F:61,A8:F7:D9:5A:4F:81,A8:F7:D9:5A:50:21,A8:F7:D9:5A:50:41,A8:F7:D9:5A:59:B1,A8:F7:D9:5A:59:D1,A8:F7:D9:5A:5B:91,A8:F7:D9:5A:5B:B1,A8:F7:D9:5A:5B:F2,A8:F7:D9:5A:5C:12,A8:F7:D9:5A:5E:C1,A8:F7:D9:5A:5E:E1,A8:F7:D9:5A:5E:F1,A8:F7:D9:5A:5F:11,A8:F7:D9:5A:61:51,A8:F7:D9:5A:69:11,A8:F7:D9:5A:69:31,A8:F7:D9:5A:6A:C1,A8:F7:D9:5A:6A:E1,A8:F7:D9:5A:6B:81,A8:F7:D9:5A:6B:A1,A8:F7:D9:5A:70:31,A8:F7:D9:5A:70:51,A8:F7:D9:C4:3D:B1,A8:F7:D9:C4:3D:D1,A8:F7:D9:C4:50:A1,A8:F7:D9:E6:C5:21,A8:F7:D9:E6:C5:41,A8:F7:D9:E6:CD:91,A8:F7:D9:E6:CD:B1,A8:F7:D9:E6:D0:F1,A8:F7:D9:E6:D1:11
130,-100,-100,-84,-77,-100,-100,-100,-100,-100,-81,-100,-75,-100,-100,-100,-78,-100,-100,-100,-78,-71,-100,-60,-57,-79,-100,-81,-74,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-76
130,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-73,-100,-100,-100,-100,-71,-100,-65,-61,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100
130,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-80,-100,-100,-100,-77,-71,-100,-62,-55,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100
130,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-78,-73,-100,-100,-79,-100,-100,-100,-77,-72,-100,-65,-55,-84,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100
130,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-78,-72,-100,-100,-77,-100,-100,-100,-78,-72,-100,-65,-55,-85,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100
130,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-72,-100,-100,-77,-100,-100,-100,-78,-72,-100,-63,-60,-85,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100
129,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-81,-72,-100,-100,-80,-100,-100,-100,-76,-72,-100,-59,-52,-85,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-77,-64
129,-100,-100,-79,-100,-100,-100,-100,-100,-100,-78,-100,-80,-100,-100,-100,-77,-100,-100,-100,-76,-72,-100,-55,-47,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-74,-64
129,-100,-100,-79,-71,-100,-100,-100,-100,-100,-78,-100,-80,-100,-100,-100,-82,-100,-100,-100,-77,-100,-100,-62,-59,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-81,-64
129,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-79,-100,-100,-100,-81,-73,-100,-63,-56,-75,-100,-100,-76,-100,-100,-100,-100,-100,-82,-100,-83,-100,-78,-72
129,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-78,-100,-100,-100,-80,-72,-100,-52,-55,-76,-100,-100,-76,-100,-100,-100,-100,-100,-82,-100,-81,-76,-77,-71
14,-100,-100,-72,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-55,-56,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-71,-82,-100
14,-100,-100,-73,-71,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-82,-100,-100,-100,-80,-100,-100,-52,-52,-77,-76,-100,-68,-100,-100,-100,-100,-100,-100,-100,-76,-68,-82,-100
14,-100,-100,-71,-71,-100,-100,-100,-100,-100,-75,-100,-85,-100,-100,-100,-83,-100,-100,-100,-76,-100,-100,-58,-52,-76,-76,-75,-70,-100,-100,-100,-100,-100,-100,-100,-72,-68,-81,-100
14,-100,-100,-74,-71,-100,-100,-100,-100,-100,-82,-79,-85,-100,-100,-100,-83,-100,-100,-100,-78,-68,-100,-58,-52,-79,-76,-75,-70,-100,-100,-100,-100,-100,-100,-100,-75,-68,-81,-100
14,-100,-100,-72,-71,-100,-100,-100,-100,-100,-75,-79,-85,-100,-100,-100,-83,-100,-100,-100,-78,-67,-100,-55,-50,-78,-76,-77,-70,-100,-100,-100,-100,-100,-100,-100,-71,-69,-81,-100
14,-100,-100,-74,-68,-100,-100,-100,-100,-100,-80,-79,-85,-100,-100,-100,-83,-100,-100,-100,-79,-66,-100,-55,-60,-80,-100,-78,-70,-100,-100,-100,-100,-100,-100,-100,-75,-65,-81,-100
14,-100,-100,-79,-69,-100,-100,-100,-100,-100,-75,-79,-82,-100,-100,-100,-82,-100,-100,-100,-83,-68,-100,-57,-54,-79,-100,-76,-70,-100,-100,-100,-100,-100,-100,-100,-80,-73,-83,-100
14,-100,-100,-69,-69,-100,-100,-100,-100,-100,-74,-79,-82,-100,-100,-100,-82,-100,-100,-100,-83,-68,-100,-57,-51,-75,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-80,-100
14,-100,-100,-68,-69,-100,-100,-100,-100,-100,-77,-100,-82,-100,-100,-100,-82,-100,-100,-100,-81,-62,-100,-56,-51,-79,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-70,-64,-80,-100
13,-100,-100,-76,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-87,-100,-100,-100,-74,-64,-100,-63,-66,-84,-100,-84,-64,-100,-100,-100,-100,-100,-100,-100,-68,-65,-100,-100
13,-100,-100,-67,-100,-100,-82,-100,-100,-100,-71,-100,-100,-100,-100,-100,-84,-100,-100,-77,-69,-65,-100,-71,-66,-74,-100,-84,-64,-100,-100,-100,-100,-100,-100,-100,-68,-65,-82,-100
13,-100,-100,-70,-100,-100,-82,-100,-100,-100,-73,-100,-100,-100,-100,-100,-84,-100,-100,-77,-79,-68,-100,-69,-63,-85,-100,-81,-63,-100,-100,-83,-100,-100,-100,-100,-63,-60,-82,-100
13,-100,-100,-66,-100,-100,-82,-100,-100,-100,-71,-100,-84,-100,-83,-100,-84,-100,-100,-77,-79,-62,-100,-62,-63,-80,-100,-75,-63,-100,-100,-83,-100,-100,-100,-100,-71,-72,-82,-100
13,-100,-100,-74,-70,-100,-82,-100,-100,-100,-74,-100,-84,-100,-80,-77,-84,-100,-100,-77,-79,-64,-100,-68,-68,-84,-100,-75,-63,-100,-100,-85,-100,-100,-100,-100,-64,-59,-82,-75
13,-100,-100,-69,-70,-100,-82,-100,-100,-100,-74,-100,-84,-100,-80,-77,-84,-100,-100,-77,-76,-63,-100,-67,-68,-73,-100,-75,-63,-100,-100,-85,-100,-100,-100,-100,-68,-69,-82,-75
13,-100,-100,-70,-70,-100,-100,-100,-100,-100,-73,-100,-84,-100,-81,-77,-87,-100,-100,-100,-81,-67,-100,-66,-62,-77,-100,-78,-65,-100,-100,-85,-100,-100,-100,-100,-64,-57,-100,-75
13,-100,-100,-72,-67,-100,-100,-100,-100,-100,-75,-76,-100,-100,-78,-100,-100,-100,-100,-100,-79,-75,-100,-64,-69,-81,-100,-78,-63,-100,-100,-100,-100,-80,-100,-100,-69,-67,-100,-100
13,-100,-100,-73,-100,-100,-100,-100,-100,-100,-84,-76,-100,-100,-78,-100,-100,-100,-100,-100,-79,-68,-100,-69,-62,-81,-100,-78,-63,-100,-100,-100,-100,-81,-100,-100,-72,-62,-100,-100
12,-100,-100,-76,-100,-100,-100,-100,-100,-100,-80,-76,-100,-100,-78,-100,-100,-100,-100,-100,-71,-68,-100,-66,-62,-81,-100,-78,-63,-100,-100,-83,-100,-81,-100,-100,-67,-62,-100,-100
12,-100,-100,-77,-100,-100,-100,-100,-100,-100,-84,-76,-100,-100,-78,-100,-100,-100,-100,-100,-71,-74,-100,-77,-69,-81,-100,-78,-63,-100,-100,-83,-100,-81,-100,-100,-85,-62,-100,-100
12,-100,-100,-62,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-82,-100,-100,-100,-100,-100,-78,-78,-100,-66,-66,-75,-100,-78,-100,-100,-100,-83,-100,-76,-100,-100,-65,-62,-100,-100
12,-100,-100,-81,-100,-100,-100,-100,-100,-100,-85,-78,-100,-100,-82,-100,-100,-100,-100,-100,-78,-71,-100,-74,-66,-86,-100,-78,-100,-100,-100,-83,-100,-76,-100,-100,-73,-71,-100,-100
12,-100,-100,-60,-100,-100,-100,-100,-100,-100,-76,-78,-100,-100,-82,-100,-100,-100,-100,-100,-78,-69,-100,-70,-66,-76,-63,-84,-73,-100,-100,-83,-100,-77,-100,-100,-70,-65,-84,-100
12,-100,-100,-81,-73,-100,-100,-100,-100,-100,-85,-78,-100,-100,-82,-100,-100,-100,-100,-100,-78,-69,-100,-77,-69,-76,-74,-84,-73,-100,-100,-83,-100,-77,-100,-100,-77,-71,-84,-100
12,-100,-100,-60,-73,-100,-100,-100,-100,-100,-80,-78,-100,-100,-82,-100,-100,-100,-100,-100,-80,-70,-100,-70,-63,-77,-74,-84,-73,-100,-100,-100,-100,-80,-100,-100,-67,-71,-84,-100
12,-100,-100,-84,-73,-100,-100,-100,-100,-100,-80,-78,-100,-100,-82,-100,-100,-100,-100,-100,-82,-70,-100,-80,-63,-77,-74,-84,-73,-100,-100,-100,-100,-80,-100,-100,-82,-70,-84,-100
12,-100,-100,-69,-73,-100,-100,-100,-100,-100,-75,-78,-100,-100,-80,-100,-100,-100,-100,-100,-75,-66,-100,-67,-66,-83,-74,-79,-66,-100,-100,-100,-100,-81,-100,-100,-68,-62,-84,-100
12,-100,-100,-69,-73,-100,-100,-100,-100,-100,-75,-100,-100,-100,-80,-100,-100,-100,-100,-100,-75,-66,-100,-77,-67,-83,-74,-79,-66,-100,-100,-100,-100,-81,-100,-100,-68,-69,-100,-100
12,-100,-100,-84,-73,-100,-100,-100,-100,-100,-78,-70,-100,-100,-79,-100,-100,-100,-100,-100,-85,-66,-100,-77,-65,-83,-74,-69,-69,-85,-100,-100,-100,-81,-100,-100,-75,-69,-100,-100
10,-100,-100,-83,-100,-100,-100,-100,-100,-100,-78,-70,-100,-100,-79,-100,-100,-100,-100,-100,-85,-66,-100,-80,-65,-83,-74,-83,-69,-85,-100,-100,-100,-81,-100,-100,-80,-69,-100,-100
10,-100,-100,-83,-100,-100,-100,-100,-100,-100,-85,-78,-100,-100,-80,-100,-100,-100,-100,-100,-82,-100,-100,-76,-100,-83,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-85,-79,-100,-100
10,-100,-100,-80,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-76,-100,-100,-100,-100,-100,-83,-75,-100,-72,-100,-83,-100,-72,-63,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100
10,-100,-100,-77,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-76,-100,-100,-100,-100,-100,-83,-75,-100,-77,-70,-83,-100,-80,-63,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100
10,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-70,-100,-100,-80,-100,-100,-100,-100,-100,-83,-75,-100,-69,-70,-83,-100,-76,-63,-100,-100,-100,-100,-100,-100,-100,-75,-78,-100,-100
10,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-70,-100,-100,-80,-100,-100,-100,-100,-100,-83,-75,-100,-69,-70,-83,-100,-74,-71,-100,-100,-100,-100,-100,-100,-100,-85,-78,-100,-100
10,-100,-100,-81,-100,-100,-100,-100,-100,-100,-77,-70,-100,-100,-78,-100,-100,-100,-100,-100,-83,-75,-100,-72,-70,-77,-100,-79,-71,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100
11,-100,-100,-81,-100,-100,-100,-100,-100,-100,-77,-70,-100,-100,-78,-100,-100,-100,-100,-100,-100,-75,-100,-72,-73,-77,-100,-79,-71,-100,-100,-100,-100,-100,-100,-100,-73,-72,-100,-100
11,-100,-100,-83,-100,-100,-100,-100,-100,-100,-85,-70,-100,-100,-85,-100,-100,-100,-100,-100,-100,-67,-100,-75,-73,-82,-100,-82,-71,-100,-100,-100,-100,-100,-100,-100,-76,-69,-100,-100
11,-100,-100,-79,-100,-100,-100,-100,-100,-100,-81,-70,-100,-100,-78,-100,-100,-100,-100,-100,-100,-67,-100,-77,-73,-82,-100,-79,-71,-100,-100,-100,-100,-100,-100,-100,-77,-69,-100,-100
11,-100,-100,-82,-100,-100,-100,-100,-100,-100,-80,-68,-100,-100,-78,-100,-100,-100,-100,-100,-100,-69,-100,-77,-73,-82,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-71,-68,-100,-100
11,-100,-100,-82,-100,-100,-100,-100,-100,-100,-80,-68,-100,-100,-82,-100,-100,-100,-100,-100,-100,-74,-100,-79,-73,-82,-100,-80,-68,-100,-100,-100,-100,-100,-100,-100,-75,-68,-100,-100
11,-100,-100,-79,-100,-100,-100,-100,-100,-100,-81,-68,-100,-100,-82,-100,-100,-100,-100,-100,-100,-69,-100,-72,-73,-81,-100,-84,-68,-100,-100,-100,-100,-100,-100,-100,-71,-68,-100,-100
11,-100,-100,-79,-100,-100,-100,-100,-100,-100,-84,-68,-100,-100,-78,-100,-100,-100,-100,-100,-100,-73,-100,-80,-100,-81,-100,-81,-68,-100,-100,-100,-100,-100,-100,-100,-78,-68,-100,-100
11,-100,-100,-79,-100,-100,-100,-100,-100,-100,-84,-67,-100,-100,-83,-100,-100,-100,-100,-100,-83,-71,-100,-74,-100,-82,-100,-76,-68,-100,-100,-100,-100,-100,-100,-100,-75,-68,-100,-100
11,-100,-100,-79,-100,-100,-100,-100,-100,-100,-84,-67,-100,-100,-79,-72,-100,-100,-100,-100,-83,-75,-100,-80,-71,-82,-100,-76,-68,-100,-100,-100,-100,-100,-100,-100,-79,-70,-100,-100
115,-100,-100,-84,-100,-100,-100,-100,-100,-100,-84,-67,-100,-100,-85,-72,-100,-100,-100,-100,-83,-75,-100,-79,-71,-82,-100,-76,-74,-100,-100,-100,-100,-100,-100,-100,-66,-58,-100,-100
115,-100,-100,-84,-100,-100,-100,-100,-100,-100,-84,-67,-100,-100,-85,-72,-100,-100,-100,-100,-83,-75,-100,-79,-71,-82,-100,-76,-74,-100,-100,-100,-100,-100,-100,-100,-81,-58,-100,-100
115,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-80,-72,-100,-100,-100,-100,-100,-77,-100,-77,-71,-82,-100,-76,-70,-100,-100,-100,-76,-100,-100,-100,-64,-59,-100,-100
115,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-86,-100,-81,-70,-100,-100,-100,-76,-100,-100,-100,-63,-59,-100,-100
115,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-75,-100,-79,-100,-86,-100,-81,-70,-100,-100,-100,-76,-100,-100,-100,-69,-72,-100,-100
115,-100,-100,-83,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-76,-100,-76,-100,-86,-100,-82,-70,-100,-100,-100,-76,-100,-100,-100,-65,-57,-100,-100
down,-100,-100,-77,-100,-100,-100,-100,-100,-100,-73,-69,-100,-100,-79,-100,-100,-100,-100,-100,-78,-69,-100,-77,-71,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-77,-57,-100,-100
down,-100,-100,-79,-100,-100,-100,-100,-100,-100,-65,-69,-100,-100,-80,-100,-100,-100,-100,-100,-81,-69,-100,-71,-71,-100,-100,-83,-70,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100
down,-100,-100,-72,-100,-100,-100,-100,-100,-100,-65,-69,-100,-100,-80,-100,-100,-100,-100,-100,-80,-70,-100,-71,-71,-83,-100,-80,-70,-100,-100,-100,-100,-100,-100,-100,-79,-74,-100,-100
down,-100,-100,-75,-100,-100,-100,-100,-100,-100,-68,-67,-100,-100,-78,-100,-100,-100,-100,-100,-73,-68,-100,-72,-68,-84,-100,-77,-70,-83,-100,-100,-100,-100,-100,-100,-78,-74,-100,-100
down,-100,-100,-70,-100,-100,-100,-100,-100,-100,-68,-67,-100,-100,-81,-100,-100,-100,-100,-100,-73,-71,-100,-66,-68,-80,-100,-80,-70,-83,-100,-100,-100,-100,-100,-100,-78,-74,-100,-100
down,-100,-100,-74,-100,-100,-100,-100,-100,-100,-70,-67,-100,-100,-81,-100,-100,-100,-100,-100,-76,-72,-100,-70,-62,-80,-100,-80,-100,-83,-100,-100,-100,-100,-100,-100,-73,-69,-100,-100
down,-100,-100,-70,-100,-100,-100,-100,-100,-100,-70,-67,-100,-100,-81,-100,-100,-100,-100,-100,-76,-69,-100,-70,-70,-80,-100,-79,-100,-83,-100,-100,-100,-100,-100,-100,-79,-69,-100,-100
down,-100,-100,-70,-100,-100,-81,-100,-100,-100,-66,-67,-84,-100,-80,-75,-100,-100,-82,-100,-78,-68,-100,-64,-70,-77,-100,-77,-67,-85,-100,-100,-100,-100,-100,-100,-73,-69,-100,-100
down,-100,-100,-70,-100,-100,-81,-100,-100,-100,-71,-74,-84,-100,-80,-75,-100,-100,-82,-100,-78,-70,-100,-67,-70,-79,-100,-82,-67,-85,-100,-100,-100,-100,-100,-100,-77,-69,-100,-100
down,-100,-100,-78,-100,-100,-81,-100,-100,-100,-72,-66,-84,-100,-79,-74,-100,-100,-85,-100,-75,-71,-100,-68,-70,-80,-100,-82,-64,-84,-100,-100,-100,-100,-100,-100,-70,-68,-100,-100
down,-100,-100,-75,-65,-100,-83,-100,-100,-100,-68,-66,-84,-100,-79,-74,-100,-100,-85,-100,-78,-66,-100,-69,-64,-78,-100,-77,-64,-84,-100,-100,-100,-100,-100,-100,-67,-68,-100,-100
128,-100,-100,-80,-65,-100,-83,-100,-100,-100,-85,-66,-100,-100,-79,-74,-100,-100,-85,-100,-80,-66,-100,-82,-75,-78,-100,-77,-64,-84,-100,-100,-100,-100,-100,-100,-83,-68,-100,-100
128,-100,-100,-76,-65,-100,-83,-100,-100,-100,-77,-100,-100,-100,-84,-100,-100,-100,-85,-100,-81,-66,-100,-66,-75,-77,-100,-77,-70,-100,-100,-100,-100,-100,-100,-100,-61,-73,-100,-100
128,-100,-100,-79,-65,-100,-83,-100,-100,-100,-77,-100,-100,-100,-84,-100,-100,-100,-85,-100,-80,-66,-100,-74,-75,-82,-100,-77,-70,-100,-100,-100,-100,-100,-100,-100,-71,-74,-100,-100
128,-100,-100,-76,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-83,-100,-100,-100,-100,-100,-80,-100,-100,-74,-75,-76,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-68,-74,-100,-100
128,-100,-100,-81,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-80,-100,-100,-74,-100,-84,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-67,-74,-100,-100
128,-100,-100,-75,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-81,-67,-100,-65,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-74,-100,-100
up,-100,-100,-75,-100,-100,-81,-100,-100,-100,-84,-100,-100,-100,-84,-100,-100,-100,-100,-100,-81,-73,-100,-65,-100,-80,-100,-81,-73,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100
up,-100,-100,-75,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-71,-100,-75,-100,-82,-100,-80,-73,-86,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100
up,-100,-100,-75,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-80,-100,-100,-100,-100,-100,-80,-74,-100,-75,-100,-82,-100,-80,-74,-86,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100
up,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-80,-70,-100,-73,-100,-82,-100,-83,-74,-86,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100
up,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-83,-100,-100,-100,-100,-100,-80,-71,-100,-73,-100,-82,-100,-83,-74,-86,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100
up,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-82,-73,-100,-100,-100,-100,-80,-73,-100,-78,-100,-81,-100,-83,-74,-86,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100
up,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-82,-73,-100,-100,-100,-100,-79,-73,-100,-84,-100,-81,-100,-83,-74,-86,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100
up,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-83,-73,-100,-100,-100,-100,-81,-73,-100,-75,-100,-79,-100,-80,-74,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100
up,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-73,-100,-100,-100,-100,-81,-76,-100,-80,-100,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100
9,-100,-100,-82,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-84,-71,-100,-100,-100,-100,-81,-68,-100,-79,-70,-79,-100,-73,-61,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100
9,-100,-100,-82,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-85,-71,-100,-100,-100,-100,-81,-73,-100,-71,-70,-79,-100,-71,-61,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100
9,-100,-100,-82,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-85,-71,-100,-100,-100,-100,-100,-73,-100,-82,-70,-100,-100,-75,-61,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100
9,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-81,-71,-100,-100,-100,-100,-80,-73,-100,-69,-70,-100,-100,-71,-66,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100
9,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-81,-71,-100,-100,-100,-100,-80,-75,-100,-69,-70,-100,-100,-78,-66,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100
9,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-81,-100,-100,-100,-100,-100,-83,-75,-100,-69,-100,-78,-100,-72,-66,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100
9,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-81,-100,-100,-100,-100,-100,-83,-75,-100,-74,-100,-78,-100,-78,-69,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100
9,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-78,-100,-100,-100,-100,-100,-83,-75,-100,-66,-100,-78,-100,-72,-70,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100
9,-100,-100,-84,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-78,-100,-100,-100,-100,-100,-83,-75,-100,-81,-100,-78,-100,-76,-70,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100
9,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-83,-75,-100,-67,-100,-80,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-81,-72,-100,-100
9,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-83,-100,-100,-80,-100,-80,-100,-77,-70,-100,-100,-100,-100,-100,-100,-100,-81,-72,-100,-100
8,-100,-100,-84,-100,-100,-100,-100,-100,-100,-82,-76,-100,-100,-81,-100,-100,-100,-100,-100,-83,-70,-100,-72,-63,-76,-100,-79,-60,-85,-100,-100,-100,-100,-100,-100,-76,-72,-100,-100
8,-100,-100,-84,-100,-100,-100,-100,-100,-100,-82,-76,-100,-100,-86,-100,-100,-100,-100,-100,-83,-77,-100,-80,-63,-82,-100,-81,-68,-85,-100,-100,-100,-100,-100,-100,-84,-72,-100,-100
8,-100,-100,-84,-100,-100,-100,-100,-100,-100,-78,-76,-100,-100,-86,-100,-100,-100,-100,-100,-100,-69,-100,-73,-66,-82,-100,-76,-68,-85,-100,-100,-100,-100,-100,-100,-81,-71,-100,-100
8,-100,-100,-84,-100,-100,-100,-100,-100,-100,-78,-76,-100,-100,-86,-100,-100,-100,-100,-100,-100,-69,-100,-82,-66,-82,-100,-82,-72,-85,-100,-100,-100,-100,-100,-100,-81,-71,-100,-100
8,-100,-100,-84,-100,-100,-100,-100,-100,-100,-81,-76,-100,-100,-83,-100,-100,-100,-100,-100,-82,-76,-100,-71,-75,-78,-100,-73,-59,-85,-100,-100,-100,-100,-100,-100,-76,-71,-100,-100
8,-100,-100,-84,-100,-100,-100,-100,-100,-100,-81,-76,-100,-100,-83,-100,-100,-100,-100,-100,-82,-76,-100,-82,-75,-82,-100,-82,-66,-85,-100,-100,-100,-100,-100,-100,-76,-71,-100,-100
8,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-83,-100,-100,-100,-100,-100,-81,-76,-100,-71,-75,-74,-100,-76,-61,-81,-100,-100,-100,-100,-100,-100,-76,-71,-100,-100
elev,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-80,-72,-100,-77,-75,-74,-100,-80,-62,-81,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100
elev,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-78,-100,-100,-100,-100,-100,-83,-69,-100,-82,-100,-74,-100,-78,-55,-81,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100
elev,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-78,-100,-100,-100,-100,-100,-83,-69,-100,-82,-100,-100,-100,-77,-68,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100
elev,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-78,-100,-100,-100,-100,-100,-83,-69,-100,-80,-100,-100,-100,-82,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
elev,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-78,-100,-100,-100,-100,-100,-83,-69,-100,-80,-100,-100,-100,-82,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
