Vertex,a8:f7:d9:59:b7:81,a8:f7:d9:59:b7:a1,a8:f7:d9:59:c9:b1,a8:f7:d9:59:cc:e1,a8:f7:d9:59:cd:01,a8:f7:d9:59:cd:61,a8:f7:d9:5a:4a:21,a8:f7:d9:5a:4a:41,a8:f7:d9:5a:4a:81,a8:f7:d9:5a:4a:a1,a8:f7:d9:5a:4f:01,a8:f7:d9:5a:4f:21,a8:f7:d9:5a:4f:61,a8:f7:d9:5a:4f:81,a8:f7:d9:5a:50:21,a8:f7:d9:5a:50:41,a8:f7:d9:5a:59:51,a8:f7:d9:5a:59:71,a8:f7:d9:5a:59:b1,a8:f7:d9:5a:59:d1,a8:f7:d9:5a:5b:91,a8:f7:d9:5a:5b:b1,a8:f7:d9:5a:5b:f2,a8:f7:d9:5a:5c:12,a8:f7:d9:5a:5e:c1,a8:f7:d9:5a:5e:e1,a8:f7:d9:5a:5e:f1,a8:f7:d9:5a:5f:11,a8:f7:d9:5a:61:31,a8:f7:d9:5a:61:51,a8:f7:d9:5a:69:11,a8:f7:d9:5a:69:31,a8:f7:d9:5a:6a:c1,a8:f7:d9:5a:6a:e1,a8:f7:d9:5a:6b:81,a8:f7:d9:5a:6b:a1,a8:f7:d9:5a:70:31,a8:f7:d9:5a:70:51,a8:f7:d9:c4:3d:b1,a8:f7:d9:c4:3d:d1,a8:f7:d9:c4:50:a1,a8:f7:d9:c4:50:c1,a8:f7:d9:e6:c5:21,a8:f7:d9:e6:c5:41,a8:f7:d9:e6:c9:31,a8:f7:d9:e6:cd:91,a8:f7:d9:e6:cd:b1,a8:f7:d9:e6:d0:f1,a8:f7:d9:e6:d1:11
10,-100,-100,-100,-100,-100,-100,-74,-80,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-66,-58,-67,-78,-70,-71,-100,-78,-100,-100,-100,-87,-100,-85,-100,-67,-66,-100,-76
10,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-75,-100,-100,-65,-61,-100,-79,-67,-70,-100,-79,-100,-100,-100,-85,-100,-82,-100,-100,-65,-83,-81
11,-100,-100,-100,-100,-100,-100,-77,-80,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-80,-100,-100,-100,-100,-75,-80,-100,-100,-68,-69,-100,-81,-100,-66,-100,-100,-100,-87,-100,-88,-100,-88,-100,-68,-64,-82,-76
11,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-84,-79,-100,-100,-100,-100,-100,-79,-100,-100,-73,-69,-100,-85,-69,-71,-100,-100,-82,-88,-88,-84,-100,-87,-100,-100,-63,-82,-76
11,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-74,-77,-100,-100,-100,-69,-100,-87,-70,-72,-100,-100,-100,-86,-100,-83,-100,-100,-100,-65,-62,-79,-78
11,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-82,-100,-100,-77,-69,-100,-100,-100,-73,-100,-100,-80,-86,-100,-100,-100,-100,-100,-100,-62,-79,-85
11,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-100,-100,-100,-100,-75,-83,-100,-100,-100,-72,-100,-100,-68,-68,-100,-100,-100,-88,-100,-83,-100,-100,-100,-67,-63,-100,-85
11,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-78,-85,-100,-100,-100,-100,-100,-80,-100,-100,-73,-70,-100,-100,-70,-70,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-65,-100,-79
11,-100,-100,-100,-100,-100,-100,-75,-81,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-79,-82,-100,-100,-100,-100,-100,-85,-100,-100,-70,-70,-100,-100,-68,-64,-100,-100,-100,-87,-100,-85,-100,-100,-100,-100,-65,-100,-85
11,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-76,-79,-100,-100,-100,-70,-100,-100,-100,-75,-100,-100,-100,-86,-100,-87,-100,-100,-100,-63,-63,-85,-85
11,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-72,-85,-100,-100,-78,-72,-100,-100,-70,-68,-100,-100,-77,-89,-100,-100,-100,-100,-100,-64,-66,-100,-84
11,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-72,-81,-100,-100,-73,-73,-100,-86,-66,-64,-100,-100,-100,-85,-100,-87,-100,-100,-100,-66,-63,-80,-82
115,-100,-100,-100,-100,-100,-100,-74,-82,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-83,-100,-100,-100,-73,-100,-84,-69,-69,-100,-100,-76,-78,-80,-84,-100,-100,-100,-61,-61,-80,-81
115,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-89,-77,-84,-100,-100,-74,-69,-100,-100,-71,-68,-100,-100,-100,-85,-100,-100,-100,-100,-100,-56,-48,-100,-83
115,-100,-100,-100,-100,-100,-100,-78,-78,-100,-100,-87,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-86,-100,-100,-100,-70,-100,-100,-71,-65,-100,-100,-100,-84,-100,-100,-100,-100,-100,-59,-54,-100,-82
115,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-81,-100,-100,-100,-100,-100,-80,-100,-100,-100,-69,-100,-100,-72,-64,-100,-100,-73,-80,-100,-89,-100,-100,-100,-55,-52,-84,-84
115,-100,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-83,-80,-100,-100,-100,-100,-77,-82,-100,-100,-75,-72,-100,-87,-100,-66,-100,-100,-72,-80,-100,-88,-100,-100,-100,-54,-53,-100,-84
115,-100,-100,-100,-100,-100,-100,-78,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-76,-82,-100,-100,-75,-69,-100,-100,-64,-69,-100,-100,-72,-80,-100,-84,-100,-100,-100,-55,-54,-82,-83
115,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-81,-100,-76,-81,-100,-100,-100,-72,-85,-88,-100,-67,-100,-100,-100,-78,-100,-82,-100,-100,-100,-55,-50,-100,-82
115,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-82,-76,-100,-100,-80,-100,-76,-85,-100,-100,-78,-75,-88,-88,-100,-72,-100,-100,-100,-100,-77,-100,-100,-100,-100,-54,-51,-83,-80
115,-100,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-90,-100,-82,-100,-100,-100,-71,-100,-100,-67,-67,-100,-100,-100,-79,-100,-100,-100,-100,-100,-57,-53,-100,-84
115,-100,-100,-100,-100,-100,-100,-75,-79,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-88,-72,-80,-100,-100,-100,-76,-100,-90,-66,-69,-100,-100,-74,-78,-100,-88,-100,-100,-100,-55,-50,-100,-82
128,-100,-100,-100,-100,-100,-100,-78,-80,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-74,-78,-100,-100,-73,-60,-100,-76,-65,-72,-85,-83,-100,-100,-100,-90,-100,-88,-100,-64,-64,-100,-78
128,-100,-100,-100,-100,-100,-100,-74,-82,-100,-100,-100,-84,-100,-100,-79,-100,-100,-100,-100,-87,-80,-73,-100,-100,-100,-100,-100,-75,-100,-100,-70,-61,-100,-86,-100,-69,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-63,-100,-80
128,-100,-100,-100,-100,-100,-100,-78,-83,-100,-100,-100,-78,-100,-100,-70,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-73,-75,-100,-100,-74,-71,-100,-81,-62,-67,-100,-88,-100,-85,-100,-85,-100,-100,-100,-69,-61,-100,-75
128,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-81,-100,-100,-76,-100,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-73,-100,-100,-77,-66,-100,-87,-66,-69,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-68,-100,-83
128,-100,-100,-100,-100,-100,-100,-73,-79,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-86,-82,-77,-100,-100,-100,-100,-70,-72,-100,-100,-74,-64,-82,-80,-69,-68,-100,-100,-77,-87,-100,-100,-100,-87,-100,-100,-66,-79,-82
128,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-80,-85,-100,-100,-75,-100,-100,-100,-100,-88,-100,-72,-100,-100,-100,-100,-71,-74,-100,-100,-100,-62,-100,-79,-65,-69,-100,-100,-77,-100,-100,-88,-100,-85,-100,-65,-61,-100,-78
128,-100,-100,-100,-100,-100,-100,-79,-75,-100,-100,-100,-82,-100,-100,-72,-100,-100,-100,-100,-88,-100,-70,-100,-100,-100,-100,-100,-72,-100,-100,-75,-66,-100,-81,-65,-66,-100,-100,-75,-100,-100,-83,-100,-84,-100,-100,-59,-100,-81
128,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-81,-83,-100,-100,-73,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-70,-100,-100,-100,-65,-80,-81,-65,-70,-100,-83,-100,-86,-100,-82,-100,-90,-100,-100,-66,-100,-85
128,-100,-100,-100,-100,-100,-100,-77,-80,-100,-100,-79,-80,-100,-100,-77,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-73,-76,-100,-100,-100,-66,-100,-82,-67,-64,-100,-85,-100,-100,-100,-86,-100,-88,-100,-66,-60,-100,-78
128,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-77,-84,-100,-100,-76,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-73,-71,-100,-100,-74,-61,-100,-84,-66,-70,-100,-86,-79,-82,-100,-83,-100,-87,-100,-66,-65,-81,-84
12,-100,-100,-100,-100,-100,-100,-71,-73,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-89,-100,-84,-100,-86,-78,-88,-69,-69,-100,-100,-65,-54,-100,-75,-70,-74,-100,-83,-73,-75,-65,-75,-100,-87,-100,-61,-49,-76,-73
12,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-75,-85,-100,-100,-100,-87,-100,-100,-100,-89,-81,-87,-65,-73,-100,-100,-67,-61,-72,-74,-73,-74,-100,-80,-67,-80,-69,-76,-100,-82,-100,-52,-57,-75,-73
12,-100,-100,-84,-100,-100,-100,-70,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-88,-70,-70,-100,-100,-66,-59,-70,-79,-72,-74,-100,-79,-100,-74,-67,-81,-85,-82,-100,-54,-51,-100,-77
12,-100,-100,-100,-100,-100,-100,-68,-71,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-70,-75,-100,-100,-66,-60,-68,-73,-100,-75,-100,-82,-68,-75,-68,-75,-83,-100,-100,-55,-46,-77,-79
12,-100,-100,-100,-100,-100,-100,-70,-73,-100,-100,-100,-100,-100,-100,-74,-87,-100,-100,-100,-91,-84,-76,-100,-87,-100,-100,-66,-70,-100,-100,-65,-66,-71,-71,-73,-67,-100,-100,-77,-88,-76,-100,-100,-82,-100,-68,-61,-100,-77
12,-100,-100,-100,-100,-100,-100,-71,-79,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-91,-78,-78,-100,-100,-100,-100,-66,-66,-100,-100,-71,-64,-100,-88,-100,-68,-100,-100,-100,-82,-74,-76,-100,-85,-100,-55,-51,-81,-79
12,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-79,-77,-100,-100,-100,-100,-67,-72,-100,-100,-70,-65,-100,-84,-67,-66,-100,-100,-73,-78,-70,-78,-100,-100,-100,-55,-54,-100,-80
12,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-89,-100,-77,-100,-100,-81,-100,-65,-71,-100,-100,-100,-62,-77,-80,-70,-69,-100,-100,-100,-78,-100,-76,-100,-87,-100,-65,-54,-100,-74
12,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-73,-88,-100,-100,-100,-88,-100,-81,-100,-100,-100,-100,-70,-71,-100,-100,-70,-57,-73,-81,-70,-63,-100,-100,-100,-82,-80,-100,-100,-84,-100,-67,-59,-78,-77
12,-100,-100,-100,-100,-100,-100,-74,-73,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-66,-62,-100,-100,-61,-59,-73,-78,-71,-72,-100,-85,-77,-83,-100,-91,-100,-82,-100,-100,-62,-77,-74
13,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-67,-73,-100,-100,-64,-56,-68,-78,-73,-73,-100,-80,-71,-77,-80,-72,-100,-82,-100,-57,-55,-77,-69
13,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-75,-87,-100,-100,-100,-88,-100,-100,-82,-80,-84,-100,-100,-74,-100,-100,-63,-49,-71,-73,-75,-77,-100,-100,-74,-82,-100,-71,-100,-84,-100,-100,-63,-74,-75
13,-89,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-80,-90,-100,-100,-100,-88,-100,-100,-80,-100,-100,-100,-100,-75,-100,-100,-61,-56,-72,-73,-100,-74,-100,-82,-100,-81,-68,-78,-100,-83,-100,-62,-57,-75,-72
13,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-81,-90,-100,-100,-100,-85,-100,-100,-72,-76,-100,-100,-60,-58,-100,-74,-100,-75,-100,-82,-69,-80,-67,-74,-100,-100,-100,-100,-56,-100,-78
13,-100,-100,-100,-100,-100,-100,-75,-73,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-82,-90,-100,-87,-100,-85,-100,-100,-70,-74,-100,-100,-62,-56,-70,-73,-72,-76,-83,-100,-69,-80,-66,-76,-83,-86,-100,-65,-55,-75,-75
13,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-64,-55,-73,-80,-100,-80,-100,-100,-69,-78,-66,-72,-100,-85,-100,-62,-54,-77,-77
13,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-84,-100,-100,-68,-74,-100,-100,-100,-50,-66,-75,-73,-75,-100,-100,-100,-86,-74,-82,-100,-100,-100,-67,-64,-75,-74
13,-100,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-84,-100,-100,-68,-74,-100,-100,-100,-50,-66,-75,-73,-75,-100,-100,-100,-86,-74,-82,-100,-100,-100,-67,-64,-75,-74
13,-100,-100,-100,-100,-100,-100,-73,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-80,-100,-100,-100,-100,-100,-77,-100,-100,-66,-53,-100,-81,-70,-71,-100,-84,-65,-77,-65,-73,-82,-86,-100,-63,-58,-78,-74
13,-100,-100,-100,-100,-100,-100,-72,-74,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-86,-100,-100,-84,-100,-89,-100,-100,-68,-72,-100,-100,-65,-49,-71,-77,-67,-75,-90,-81,-100,-78,-68,-77,-100,-100,-100,-61,-51,-75,-79
13,-100,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-77,-86,-100,-100,-100,-89,-100,-100,-100,-88,-100,-100,-69,-80,-100,-100,-62,-54,-69,-74,-100,-76,-100,-100,-69,-83,-68,-76,-100,-88,-100,-64,-62,-77,-73
14,-100,-100,-100,-100,-100,-100,-71,-74,-100,-100,-100,-100,-100,-100,-80,-87,-100,-100,-100,-88,-100,-100,-82,-83,-100,-100,-66,-79,-100,-100,-54,-52,-68,-74,-100,-74,-83,-81,-72,-79,-82,-100,-100,-87,-100,-72,-69,-100,-76
14,-100,-100,-100,-100,-100,-100,-71,-74,-100,-100,-100,-100,-100,-100,-81,-87,-100,-100,-100,-85,-100,-100,-84,-100,-86,-100,-68,-74,-100,-100,-58,-55,-70,-73,-100,-73,-100,-85,-76,-88,-82,-87,-85,-87,-100,-70,-64,-75,-72
14,-100,-100,-100,-100,-100,-100,-70,-75,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-87,-100,-100,-100,-86,-100,-100,-68,-75,-100,-100,-59,-51,-67,-75,-77,-77,-100,-87,-100,-82,-100,-86,-100,-86,-100,-70,-67,-73,-74
14,-100,-100,-100,-100,-100,-100,-71,-73,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-81,-85,-100,-100,-79,-88,-100,-100,-68,-76,-100,-100,-55,-50,-67,-75,-75,-74,-100,-81,-84,-100,-100,-100,-100,-88,-100,-70,-68,-74,-72
14,-100,-85,-100,-100,-100,-100,-74,-77,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-85,-100,-100,-100,-80,-100,-100,-68,-78,-100,-100,-54,-46,-66,-69,-77,-71,-100,-78,-100,-86,-89,-100,-100,-85,-100,-69,-100,-100,-73
14,-82,-86,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-83,-100,-100,-80,-78,-100,-100,-71,-75,-100,-100,-57,-56,-65,-75,-100,-72,-100,-100,-80,-88,-100,-100,-100,-82,-100,-73,-68,-100,-75
14,-82,-88,-100,-100,-100,-100,-70,-75,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-85,-100,-90,-79,-81,-100,-100,-69,-78,-100,-100,-58,-52,-67,-74,-100,-73,-100,-100,-100,-84,-100,-88,-84,-84,-100,-70,-70,-100,-72
14,-100,-87,-100,-100,-100,-100,-69,-78,-86,-100,-100,-100,-100,-100,-74,-100,-100,-100,-80,-87,-100,-100,-81,-79,-100,-100,-69,-75,-100,-100,-100,-53,-65,-72,-72,-74,-100,-100,-100,-87,-100,-89,-100,-83,-100,-73,-67,-100,-72
14,-100,-100,-100,-100,-100,-100,-71,-73,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-82,-88,-100,-100,-80,-80,-100,-100,-70,-76,-100,-100,-56,-54,-70,-75,-70,-70,-100,-100,-100,-86,-100,-100,-100,-84,-100,-74,-72,-100,-71
14,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-84,-100,-88,-100,-81,-100,-100,-73,-75,-100,-100,-57,-50,-71,-72,-100,-68,-88,-100,-100,-100,-100,-100,-100,-83,-100,-76,-73,-73,-72
15,-100,-87,-100,-100,-100,-100,-73,-73,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-75,-76,-100,-100,-77,-78,-100,-100,-100,-79,-100,-100,-51,-47,-100,-73,-73,-75,-82,-78,-100,-100,-77,-100,-100,-81,-100,-100,-100,-100,-71
15,-100,-100,-100,-100,-100,-100,-100,-77,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-74,-76,-100,-100,-76,-80,-100,-100,-77,-80,-100,-100,-40,-48,-65,-69,-100,-79,-78,-100,-100,-100,-80,-100,-79,-100,-100,-81,-79,-100,-78
15,-100,-87,-100,-100,-100,-100,-77,-75,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-77,-82,-100,-100,-100,-81,-100,-100,-79,-82,-100,-100,-100,-47,-64,-76,-78,-77,-100,-79,-100,-100,-82,-100,-100,-79,-100,-76,-76,-70,-75
15,-87,-100,-100,-100,-100,-100,-76,-77,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-73,-82,-100,-100,-100,-79,-100,-100,-100,-84,-100,-100,-44,-44,-100,-73,-76,-82,-100,-76,-100,-100,-100,-100,-100,-80,-100,-100,-75,-100,-70
15,-100,-100,-100,-100,-100,-100,-76,-79,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-75,-82,-100,-100,-78,-87,-100,-100,-74,-84,-100,-100,-45,-43,-63,-78,-100,-75,-78,-100,-100,-100,-100,-100,-100,-78,-100,-80,-75,-100,-67
15,-86,-84,-100,-100,-100,-100,-76,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-83,-100,-100,-100,-82,-100,-100,-73,-79,-100,-100,-43,-44,-67,-74,-100,-77,-100,-79,-100,-100,-77,-100,-100,-83,-100,-77,-79,-71,-69
15,-100,-100,-100,-100,-100,-100,-75,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-85,-100,-100,-100,-80,-100,-100,-72,-82,-100,-100,-44,-46,-100,-74,-77,-77,-100,-85,-100,-100,-77,-100,-80,-82,-100,-76,-75,-72,-72
15,-87,-100,-100,-100,-100,-100,-77,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-84,-100,-100,-76,-82,-100,-100,-76,-84,-100,-100,-43,-46,-65,-71,-100,-76,-100,-83,-100,-100,-100,-100,-77,-79,-100,-76,-76,-100,-68
15,-100,-100,-100,-100,-100,-100,-75,-82,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-83,-100,-100,-74,-81,-100,-100,-77,-79,-100,-100,-41,-47,-69,-69,-76,-75,-100,-81,-100,-89,-100,-100,-80,-82,-100,-77,-74,-73,-74
15,-100,-100,-100,-100,-100,-100,-76,-81,-81,-86,-100,-100,-100,-100,-100,-100,-100,-100,-73,-84,-100,-100,-100,-83,-100,-100,-75,-82,-100,-100,-43,-46,-64,-72,-80,-79,-78,-100,-100,-100,-79,-100,-100,-79,-100,-79,-76,-72,-70
16,-100,-100,-100,-100,-100,-100,-77,-79,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-100,-100,-100,-83,-100,-100,-75,-82,-100,-100,-45,-46,-78,-81,-78,-78,-89,-82,-79,-100,-100,-100,-79,-86,-100,-65,-68,-100,-72
16,-100,-100,-100,-100,-100,-100,-73,-79,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-83,-87,-84,-100,-73,-77,-100,-100,-43,-46,-76,-80,-73,-80,-100,-83,-100,-100,-100,-100,-100,-81,-100,-68,-69,-100,-74
16,-100,-100,-100,-100,-100,-100,-75,-76,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-76,-77,-100,-100,-82,-80,-100,-100,-100,-80,-100,-100,-42,-44,-72,-81,-77,-74,-100,-87,-100,-100,-100,-100,-100,-74,-100,-100,-69,-100,-71
16,-100,-100,-100,-100,-100,-100,-74,-78,-79,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-68,-81,-100,-100,-42,-46,-74,-79,-100,-74,-100,-100,-100,-100,-100,-100,-82,-75,-100,-67,-64,-71,-75
16,-100,-100,-100,-100,-100,-100,-74,-78,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-84,-100,-100,-70,-78,-100,-100,-100,-39,-78,-74,-80,-79,-100,-100,-84,-100,-100,-100,-100,-77,-100,-73,-71,-69,-68
16,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-100,-82,-100,-100,-100,-80,-100,-100,-41,-43,-70,-80,-100,-80,-100,-81,-100,-100,-100,-100,-74,-79,-100,-73,-68,-72,-68
16,-100,-100,-100,-100,-100,-100,-75,-75,-100,-87,-100,-100,-100,-100,-82,-100,-100,-100,-79,-83,-100,-100,-100,-84,-100,-100,-68,-78,-100,-100,-40,-40,-72,-79,-100,-75,-100,-84,-83,-100,-100,-100,-82,-81,-100,-71,-72,-71,-68
16,-100,-100,-100,-100,-100,-100,-100,-72,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-72,-81,-100,-100,-100,-82,-100,-100,-69,-76,-100,-100,-40,-40,-75,-75,-76,-78,-100,-80,-100,-100,-100,-100,-100,-77,-100,-72,-72,-72,-69
16,-100,-100,-100,-100,-100,-100,-100,-74,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-77,-100,-100,-100,-85,-100,-100,-72,-74,-100,-100,-41,-42,-100,-77,-80,-79,-100,-100,-100,-100,-100,-100,-79,-80,-100,-68,-73,-67,-67
16,-100,-100,-100,-100,-100,-100,-76,-71,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-73,-80,-100,-100,-77,-82,-100,-100,-71,-75,-100,-100,-40,-41,-74,-78,-79,-78,-100,-100,-100,-100,-100,-100,-83,-74,-100,-74,-70,-72,-69
114,-100,-100,-100,-100,-100,-100,-74,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-80,-100,-100,-79,-100,-100,-100,-72,-81,-100,-100,-45,-51,-100,-80,-100,-81,-100,-76,-79,-81,-100,-100,-100,-81,-100,-61,-64,-75,-78
114,-100,-100,-100,-100,-100,-100,-100,-79,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-79,-77,-100,-100,-77,-84,-100,-89,-100,-80,-100,-100,-49,-47,-68,-74,-82,-80,-83,-76,-100,-100,-100,-100,-80,-81,-100,-73,-68,-100,-78
114,-100,-100,-100,-100,-100,-100,-80,-84,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-79,-86,-100,-100,-77,-85,-100,-100,-52,-47,-72,-78,-79,-84,-79,-80,-100,-87,-84,-100,-100,-83,-100,-73,-75,-81,-78
114,-100,-100,-100,-100,-100,-100,-79,-79,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-81,-80,-100,-100,-80,-86,-100,-100,-76,-84,-100,-100,-48,-47,-77,-79,-79,-86,-100,-81,-100,-100,-85,-100,-85,-81,-100,-72,-69,-80,-74
114,-100,-100,-100,-100,-100,-100,-100,-81,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-87,-100,-100,-80,-82,-100,-100,-52,-47,-77,-79,-79,-82,-100,-79,-100,-88,-100,-100,-100,-81,-100,-100,-75,-80,-78
