Vertex,a8:f7:d9:59:b7:81,a8:f7:d9:59:b7:a1,a8:f7:d9:59:c9:b1,a8:f7:d9:59:cc:e1,a8:f7:d9:59:cd:01,a8:f7:d9:59:cd:61,a8:f7:d9:5a:4a:21,a8:f7:d9:5a:4a:41,a8:f7:d9:5a:4a:81,a8:f7:d9:5a:4a:a1,a8:f7:d9:5a:4f:01,a8:f7:d9:5a:4f:21,a8:f7:d9:5a:4f:61,a8:f7:d9:5a:4f:81,a8:f7:d9:5a:50:21,a8:f7:d9:5a:50:41,a8:f7:d9:5a:59:51,a8:f7:d9:5a:59:71,a8:f7:d9:5a:59:b1,a8:f7:d9:5a:59:d1,a8:f7:d9:5a:5b:91,a8:f7:d9:5a:5b:b1,a8:f7:d9:5a:5b:f2,a8:f7:d9:5a:5c:12,a8:f7:d9:5a:5e:c1,a8:f7:d9:5a:5e:e1,a8:f7:d9:5a:5e:f1,a8:f7:d9:5a:5f:11,a8:f7:d9:5a:61:31,a8:f7:d9:5a:61:51,a8:f7:d9:5a:69:11,a8:f7:d9:5a:69:31,a8:f7:d9:5a:6a:c1,a8:f7:d9:5a:6a:e1,a8:f7:d9:5a:6b:81,a8:f7:d9:5a:6b:a1,a8:f7:d9:5a:70:31,a8:f7:d9:5a:70:51,a8:f7:d9:c4:3d:b1,a8:f7:d9:c4:3d:d1,a8:f7:d9:c4:50:a1,a8:f7:d9:c4:50:c1,a8:f7:d9:e6:c5:21,a8:f7:d9:e6:c5:41,a8:f7:d9:e6:c9:31,a8:f7:d9:e6:cd:91,a8:f7:d9:e6:cd:b1,a8:f7:d9:e6:d0:f1,a8:f7:d9:e6:d1:11
111,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-87,-100,-100,-100,-100,-100,-100,-100,-100,-78,-89,-100,-100,-100,-100,-100,-100,-83,-78,-48,-58,-100,-86,-100,-75,-100,-100,-100,-100,-82,-86,-100,-100,-100,-100,-100
111,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-82,-78,-48,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100
111,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-88,-100,-100,-100,-100,-100,-100,-100,-80,-48,-59,-100,-84,-100,-69,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100
26,-100,-77,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-73,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-73,-40,-49,-86,-88,-100,-77,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100
26,-100,-75,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-84,-100,-100,-100,-100,-83,-89,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-72,-75,-37,-49,-85,-88,-100,-80,-100,-100,-100,-100,-79,-72,-100,-81,-85,-100,-100
26,-75,-75,-100,-100,-100,-100,-100,-100,-81,-86,-100,-100,-74,-82,-100,-100,-100,-100,-80,-88,-100,-100,-76,-81,-100,-100,-100,-100,-100,-100,-100,-77,-45,-51,-100,-100,-100,-81,-100,-100,-100,-100,-76,-77,-100,-100,-100,-100,-88
26,-82,-77,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-80,-90,-100,-100,-100,-100,-100,-89,-100,-100,-78,-83,-100,-100,-100,-100,-100,-100,-100,-74,-46,-49,-100,-89,-100,-80,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-88
26,-76,-82,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-100,-100,-74,-81,-100,-100,-100,-87,-100,-100,-76,-71,-40,-43,-100,-78,-77,-75,-100,-100,-100,-100,-100,-77,-100,-100,-88,-100,-100
26,-79,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-81,-100,-100,-100,-76,-81,-100,-100,-100,-100,-100,-100,-100,-76,-100,-46,-100,-100,-100,-83,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100
26,-78,-74,-100,-88,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-82,-86,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-72,-46,-44,-100,-100,-100,-82,-100,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100
26,-78,-80,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-82,-100,-100,-100,-100,-100,-100,-80,-76,-46,-46,-83,-90,-100,-79,-100,-100,-100,-100,-79,-76,-100,-100,-89,-100,-100
26,-80,-80,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-78,-87,-100,-100,-100,-100,-100,-100,-100,-100,-79,-88,-100,-100,-100,-100,-100,-100,-100,-77,-100,-62,-100,-100,-100,-79,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100
26,-82,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-100,-100,-100,-100,-100,-100,-100,-74,-50,-53,-100,-88,-100,-100,-100,-100,-100,-100,-79,-81,-100,-100,-100,-100,-100
109,-78,-83,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-74,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-76,-100,-54,-86,-100,-81,-77,-100,-100,-84,-100,-74,-79,-100,-100,-100,-100,-100
109,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-76,-87,-100,-100,-100,-100,-100,-100,-100,-73,-51,-53,-87,-100,-83,-81,-100,-100,-100,-100,-72,-81,-100,-100,-91,-100,-100
109,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-87,-100,-100,-100,-100,-100,-100,-100,-100,-75,-88,-100,-100,-100,-87,-100,-100,-69,-72,-48,-47,-85,-84,-84,-83,-100,-100,-100,-100,-78,-100,-100,-79,-89,-100,-100
109,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-80,-80,-100,-100,-100,-89,-100,-100,-100,-78,-50,-50,-100,-100,-100,-81,-100,-100,-100,-100,-78,-100,-100,-80,-85,-100,-100
109,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-87,-100,-100,-100,-100,-100,-89,-100,-100,-76,-83,-100,-100,-100,-91,-100,-100,-69,-71,-52,-48,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-77,-88,-100,-100
109,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-71,-69,-48,-47,-82,-87,-81,-80,-100,-100,-100,-100,-80,-81,-100,-78,-89,-100,-100
109,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-100,-100,-100,-100,-100,-100,-75,-72,-49,-54,-100,-88,-100,-83,-100,-100,-100,-100,-76,-81,-100,-100,-100,-100,-100
109,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-88,-100,-100,-77,-82,-100,-100,-100,-90,-100,-100,-76,-68,-51,-53,-100,-89,-82,-82,-100,-100,-100,-100,-80,-80,-100,-78,-90,-100,-100
109,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-71,-73,-49,-46,-100,-86,-100,-80,-100,-100,-100,-100,-77,-83,-100,-78,-100,-100,-100
109,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-86,-100,-100,-100,-100,-100,-100,-100,-100,-76,-82,-100,-100,-100,-100,-100,-100,-71,-71,-47,-53,-100,-91,-100,-85,-100,-100,-100,-100,-78,-83,-100,-79,-88,-100,-100
109,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-75,-85,-100,-100,-100,-100,-100,-100,-72,-68,-100,-47,-100,-89,-100,-83,-100,-100,-100,-100,-77,-100,-100,-100,-89,-100,-100
24,-70,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-100,-100,-100,-100,-82,-87,-100,-100,-74,-77,-100,-100,-100,-87,-100,-100,-100,-60,-49,-51,-67,-78,-100,-76,-100,-100,-100,-100,-100,-71,-100,-100,-84,-88,-87
24,-72,-72,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-100,-100,-73,-76,-100,-100,-100,-88,-100,-100,-72,-66,-50,-53,-100,-73,-100,-75,-100,-100,-100,-100,-72,-70,-100,-100,-85,-100,-86
24,-73,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-90,-100,-100,-74,-83,-100,-100,-88,-86,-100,-100,-100,-62,-55,-57,-100,-81,-100,-81,-100,-100,-100,-100,-74,-78,-100,-100,-85,-100,-89
24,-100,-77,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-73,-83,-100,-100,-100,-100,-100,-100,-100,-66,-54,-62,-75,-79,-77,-82,-100,-100,-100,-100,-100,-77,-100,-100,-86,-100,-88
24,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-100,-100,-100,-83,-100,-100,-100,-87,-100,-100,-100,-66,-51,-56,-74,-83,-77,-77,-100,-100,-100,-100,-73,-77,-100,-100,-88,-89,-100
24,-78,-75,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-84,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-76,-74,-54,-64,-75,-82,-73,-100,-100,-100,-100,-100,-68,-76,-100,-100,-87,-100,-87
24,-76,-80,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-73,-83,-100,-100,-100,-100,-100,-100,-71,-63,-100,-57,-75,-83,-77,-80,-100,-100,-100,-100,-72,-75,-100,-100,-89,-100,-100
24,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-81,-100,-100,-100,-91,-100,-100,-71,-62,-48,-50,-73,-80,-75,-100,-100,-100,-100,-100,-100,-77,-100,-100,-85,-100,-100
24,-75,-77,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-81,-100,-100,-100,-100,-100,-100,-87,-100,-100,-75,-84,-100,-100,-100,-90,-100,-100,-62,-64,-49,-48,-72,-75,-100,-81,-100,-100,-100,-100,-78,-77,-100,-100,-87,-100,-100
24,-77,-80,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-85,-100,-100,-100,-100,-100,-100,-85,-100,-100,-75,-82,-100,-100,-100,-100,-100,-100,-75,-69,-58,-67,-100,-86,-100,-75,-100,-100,-100,-100,-71,-77,-100,-100,-100,-100,-89
31,-70,-71,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-86,-100,-100,-100,-100,-100,-83,-100,-100,-72,-79,-100,-100,-100,-90,-100,-100,-76,-73,-55,-63,-100,-85,-72,-63,-100,-100,-100,-100,-69,-73,-100,-100,-85,-100,-88
31,-71,-69,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-83,-83,-100,-100,-100,-100,-83,-84,-100,-100,-73,-76,-100,-100,-100,-100,-100,-100,-81,-74,-100,-69,-100,-90,-75,-69,-100,-100,-100,-100,-100,-69,-100,-100,-88,-100,-100
31,-75,-74,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-85,-100,-100,-100,-100,-81,-82,-100,-100,-73,-84,-100,-100,-100,-91,-100,-100,-100,-74,-100,-66,-100,-88,-79,-72,-100,-100,-100,-100,-77,-75,-100,-100,-85,-100,-100
31,-78,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-80,-100,-100,-100,-78,-84,-100,-100,-100,-88,-100,-100,-77,-74,-59,-68,-100,-88,-100,-73,-100,-100,-100,-100,-73,-75,-100,-100,-81,-100,-100
31,-100,-70,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-85,-100,-100,-100,-100,-81,-87,-100,-100,-76,-83,-100,-100,-100,-87,-100,-100,-100,-76,-63,-65,-100,-89,-76,-77,-100,-100,-100,-100,-100,-76,-100,-100,-86,-100,-100
31,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-84,-100,-100,-73,-77,-100,-100,-100,-100,-100,-100,-79,-71,-59,-63,-100,-100,-100,-71,-100,-100,-100,-100,-100,-76,-100,-100,-88,-100,-100
31,-75,-70,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-86,-100,-100,-100,-100,-79,-88,-100,-100,-76,-82,-100,-100,-100,-87,-100,-100,-80,-75,-100,-63,-100,-89,-77,-72,-100,-100,-100,-100,-75,-77,-100,-100,-85,-100,-87
31,-75,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-83,-100,-100,-77,-84,-100,-100,-100,-89,-100,-100,-79,-75,-60,-67,-100,-100,-100,-71,-100,-100,-100,-100,-74,-76,-100,-100,-86,-100,-87
31,-73,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-89,-100,-100,-74,-82,-100,-100,-100,-87,-100,-100,-100,-72,-61,-64,-100,-85,-81,-73,-100,-100,-100,-100,-75,-81,-100,-100,-87,-100,-88
31,-73,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-72,-100,-67,-100,-86,-82,-66,-100,-100,-100,-100,-76,-76,-100,-100,-90,-100,-100
30,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-80,-85,-100,-100,-100,-77,-100,-100,-100,-86,-100,-100,-76,-68,-100,-62,-100,-86,-73,-70,-100,-100,-100,-100,-74,-72,-100,-100,-83,-100,-88
30,-73,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-85,-100,-100,-75,-76,-100,-100,-100,-81,-100,-100,-76,-75,-58,-67,-100,-85,-70,-69,-100,-100,-100,-100,-70,-73,-100,-100,-86,-100,-86
30,-73,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-87,-100,-100,-77,-84,-100,-100,-100,-89,-100,-100,-100,-76,-60,-69,-100,-87,-100,-75,-100,-100,-100,-100,-76,-80,-100,-100,-81,-100,-87
30,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-84,-100,-100,-100,-84,-100,-100,-100,-87,-100,-100,-73,-72,-100,-69,-100,-86,-73,-75,-100,-100,-100,-100,-100,-79,-100,-100,-86,-100,-87
30,-78,-78,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-74,-80,-100,-100,-100,-82,-100,-100,-81,-72,-60,-70,-100,-89,-78,-72,-100,-100,-100,-100,-74,-82,-100,-100,-84,-100,-86
30,-75,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-76,-83,-100,-100,-100,-89,-100,-100,-100,-75,-61,-70,-100,-85,-72,-71,-100,-100,-100,-100,-75,-82,-100,-100,-89,-100,-89
30,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-84,-100,-100,-100,-83,-100,-100,-100,-86,-100,-100,-100,-74,-100,-73,-100,-87,-100,-73,-100,-100,-100,-100,-100,-81,-100,-100,-82,-100,-87
30,-78,-79,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-80,-88,-100,-100,-78,-84,-100,-100,-100,-87,-100,-100,-78,-74,-62,-72,-100,-88,-76,-72,-100,-100,-100,-100,-73,-77,-100,-100,-87,-100,-87
30,-77,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-83,-100,-100,-100,-86,-100,-100,-100,-70,-61,-73,-100,-87,-77,-72,-100,-100,-100,-100,-100,-79,-100,-100,-83,-100,-89
30,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-79,-86,-100,-100,-77,-83,-100,-100,-100,-100,-100,-100,-77,-77,-100,-70,-100,-88,-74,-71,-100,-100,-100,-100,-76,-78,-100,-100,-90,-100,-86
131,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-73,-80,-100,-100,-100,-100,-100,-100,-100,-74,-61,-63,-80,-84,-100,-74,-100,-100,-100,-100,-71,-72,-100,-100,-87,-100,-88
131,-76,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-89,-100,-100,-74,-84,-100,-100,-100,-100,-100,-100,-83,-77,-55,-61,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-86,-100
131,-78,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-83,-100,-100,-100,-100,-100,-100,-100,-78,-52,-57,-100,-100,-87,-84,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100
131,-76,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-73,-83,-100,-100,-100,-100,-100,-100,-84,-82,-54,-57,-100,-100,-100,-80,-100,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100
131,-74,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-91,-100,-100,-73,-81,-100,-100,-100,-100,-100,-100,-100,-79,-64,-68,-88,-87,-82,-74,-100,-100,-100,-100,-76,-78,-100,-100,-100,-100,-100
131,-75,-79,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-78,-83,-100,-100,-100,-100,-100,-100,-100,-78,-58,-65,-100,-100,-100,-100,-100,-100,-100,-100,-75,-75,-100,-100,-89,-100,-100
131,-74,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-75,-84,-100,-100,-100,-100,-100,-100,-100,-75,-59,-67,-100,-85,-100,-75,-100,-100,-100,-100,-75,-79,-100,-100,-100,-100,-100
131,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-81,-100,-100,-100,-100,-100,-100,-100,-80,-56,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100
131,-78,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-85,-89,-100,-100,-75,-83,-100,-100,-100,-100,-100,-100,-100,-77,-61,-68,-100,-87,-100,-74,-100,-100,-100,-100,-70,-79,-100,-100,-86,-100,-100
131,-75,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-86,-100,-100,-100,-76,-83,-100,-100,-100,-100,-100,-100,-79,-78,-56,-66,-100,-88,-100,-77,-100,-100,-100,-100,-74,-75,-100,-100,-100,-100,-100
stairs up2,-72,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-100,-100,-100,-100,-100,-89,-100,-100,-100,-70,-100,-100,-100,-90,-100,-100,-100,-68,-52,-60,-100,-89,-73,-100,-100,-100,-100,-100,-70,-68,-100,-100,-100,-100,-100
stairs up2,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-83,-100,-100,-69,-67,-100,-100,-100,-86,-100,-100,-100,-64,-50,-55,-100,-85,-75,-100,-100,-100,-100,-100,-100,-69,-100,-100,-82,-100,-84
stairs up2,-69,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-64,-69,-100,-100,-100,-88,-100,-100,-100,-65,-51,-57,-100,-84,-80,-73,-100,-100,-100,-100,-64,-67,-100,-100,-82,-100,-86
stairs up2,-69,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-85,-100,-100,-100,-100,-100,-85,-100,-100,-70,-70,-100,-100,-100,-88,-100,-100,-69,-63,-50,-57,-79,-85,-100,-76,-100,-100,-100,-100,-65,-64,-100,-100,-80,-100,-100
stairs up2,-71,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-85,-100,-100,-66,-72,-100,-100,-100,-100,-100,-100,-73,-67,-100,-61,-100,-83,-100,-78,-100,-100,-100,-100,-64,-67,-100,-100,-82,-100,-86
stairs up2,-74,-69,-100,-100,-88,-100,-100,-100,-100,-86,-100,-100,-100,-80,-100,-100,-100,-100,-100,-85,-100,-100,-68,-71,-100,-100,-100,-86,-100,-100,-71,-64,-51,-58,-100,-84,-100,-71,-100,-100,-100,-100,-74,-67,-100,-100,-84,-100,-100
stairs up2,-72,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-100,-100,-100,-100,-100,-85,-100,-100,-72,-78,-100,-100,-100,-90,-100,-100,-68,-67,-50,-56,-100,-83,-82,-75,-100,-100,-100,-100,-70,-72,-100,-100,-87,-100,-87
stairs up2,-70,-64,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-79,-100,-100,-100,-100,-100,-82,-86,-100,-100,-100,-71,-100,-100,-100,-87,-100,-100,-75,-73,-47,-57,-100,-88,-84,-75,-100,-100,-100,-100,-73,-70,-100,-100,-86,-100,-100
stairs up2,-71,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-88,-100,-100,-100,-71,-57,-55,-100,-88,-81,-79,-100,-100,-100,-100,-100,-70,-100,-100,-87,-100,-100
stairs up2,-73,-68,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-81,-100,-100,-100,-100,-100,-84,-100,-100,-73,-77,-100,-100,-100,-86,-100,-100,-70,-66,-52,-60,-100,-88,-83,-76,-100,-100,-100,-100,-72,-69,-100,-100,-86,-100,-100
32,-72,-75,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-73,-100,-100,-100,-100,-100,-100,-100,-70,-60,-66,-81,-81,-100,-68,-100,-100,-100,-100,-67,-66,-100,-100,-100,-100,-100
32,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-70,-75,-100,-100,-100,-100,-100,-100,-100,-72,-100,-65,-79,-78,-71,-75,-100,-100,-100,-100,-100,-68,-100,-100,-88,-100,-100
32,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-76,-100,-100,-100,-100,-100,-100,-76,-72,-100,-66,-80,-80,-73,-71,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100
32,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-77,-100,-100,-100,-100,-100,-100,-100,-78,-100,-66,-100,-84,-76,-73,-100,-100,-100,-100,-70,-68,-100,-100,-100,-100,-100
32,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-77,-100,-100,-100,-100,-100,-100,-100,-78,-100,-66,-100,-84,-76,-73,-100,-100,-100,-100,-70,-68,-100,-100,-100,-100,-100
32,-79,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-87,-100,-100,-100,-100,-89,-100,-100,-100,-65,-69,-100,-100,-100,-100,-100,-100,-80,-74,-65,-68,-100,-80,-75,-76,-100,-100,-100,-100,-71,-69,-100,-100,-100,-100,-100
32,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-69,-72,-100,-100,-100,-100,-100,-100,-79,-70,-65,-69,-86,-76,-75,-76,-100,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100
32,-73,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-68,-76,-100,-100,-100,-100,-100,-100,-76,-69,-100,-65,-80,-82,-74,-67,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100
32,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-79,-100,-100,-100,-91,-100,-100,-100,-67,-66,-59,-77,-73,-76,-70,-100,-100,-100,-100,-100,-73,-100,-100,-87,-100,-100
32,-73,-75,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-77,-100,-100,-100,-100,-100,-100,-100,-73,-64,-69,-100,-81,-100,-69,-100,-100,-100,-100,-72,-69,-100,-100,-100,-100,-100
32,-74,-73,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-71,-76,-100,-100,-100,-100,-100,-100,-100,-70,-63,-66,-79,-80,-76,-72,-100,-100,-100,-100,-70,-73,-100,-100,-100,-100,-100
33,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-74,-100,-100,-100,-100,-100,-100,-77,-75,-63,-66,-100,-100,-73,-63,-100,-100,-100,-100,-66,-70,-100,-100,-100,-100,-100
33,-100,-74,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-100,-100,-67,-76,-100,-100,-100,-100,-100,-100,-100,-76,-64,-66,-100,-78,-68,-67,-100,-100,-100,-85,-72,-72,-100,-100,-100,-100,-100
33,-66,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-68,-79,-100,-100,-100,-100,-100,-100,-73,-71,-67,-63,-100,-77,-75,-70,-100,-100,-100,-100,-74,-72,-100,-100,-100,-100,-100
