Vertex,00:b8:c2:d0:c2:a2,02:68:eb:44:57:42,08:be:ac:19:37:7d,08:be:ac:24:d0:44,18:e8:29:17:6a:66,18:e8:29:18:6a:66,1a:e8:29:17:6a:66,1a:e8:29:18:6a:66,3c:37:86:b3:00:cf,3c:84:6a:62:09:9b,3e:e9:0e:d5:7e:1a,72:5a:0f:f9:4c:d5,86:2a:fd:9c:02:bb,86:69:93:38:2b:03,a0:a3:f0:d6:67:ce,a8:f7:d9:59:c9:b1,a8:f7:d9:59:c9:b2,a8:f7:d9:59:c9:d1,a8:f7:d9:59:c9:d2,a8:f7:d9:59:cc:e1,a8:f7:d9:59:cc:e2,a8:f7:d9:59:cd:01,a8:f7:d9:59:cd:02,a8:f7:d9:59:cd:41,a8:f7:d9:59:cd:42,a8:f7:d9:59:cd:61,a8:f7:d9:59:cd:62,a8:f7:d9:59:ce:f1,a8:f7:d9:59:ce:f2,a8:f7:d9:59:cf:11,a8:f7:d9:59:cf:12,a8:f7:d9:5a:59:51,a8:f7:d9:5a:59:52,a8:f7:d9:5a:59:71,a8:f7:d9:5a:59:72,a8:f7:d9:5a:5b:91,a8:f7:d9:5a:5b:92,a8:f7:d9:5a:5b:b1,a8:f7:d9:5a:5b:b2,a8:f7:d9:5a:5d:01,a8:f7:d9:5a:5e:f1,a8:f7:d9:5a:5e:f2,a8:f7:d9:5a:5f:11,a8:f7:d9:5a:5f:12,a8:f7:d9:5a:60:41,a8:f7:d9:5a:60:42,a8:f7:d9:5a:61:31,a8:f7:d9:5a:61:32,a8:f7:d9:5a:61:51,a8:f7:d9:5a:61:52,a8:f7:d9:e6:c5:21,a8:f7:d9:e6:c5:22,a8:f7:d9:e6:c5:41,a8:f7:d9:e6:c5:42,a8:f7:d9:e6:d0:f1,a8:f7:d9:e6:d0:f2,c0:25:2f:3f:8f:f0,c0:25:2f:8e:f7:d4,ca:5a:cf:c7:e1:91,ca:c9:a3:ac:0a:f3,ca:c9:a3:ac:ca:8b,d8:0d:17:49:97:fe,f0:b4:d2:34:55:72
301,-100,-100,-100,-100,-53,-47,-100,-100,-100,-100,-86,-100,-74,-59,-100,-69,-69,-76,-76,-100,-100,-100,-100,-100,-100,-84,-100,-77,-77,-75,-75,-50,-50,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-45,-100
301,-100,-100,-100,-100,-53,-47,-100,-100,-100,-100,-86,-100,-74,-59,-100,-69,-69,-76,-76,-100,-100,-100,-100,-100,-100,-84,-100,-77,-77,-75,-75,-50,-50,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-45,-100
301,-100,-100,-100,-100,-44,-53,-100,-100,-100,-100,-100,-100,-75,-62,-100,-69,-69,-79,-80,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-76,-76,-52,-52,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-44,-100
301,-100,-100,-100,-100,-44,-53,-100,-100,-100,-100,-100,-100,-75,-62,-100,-69,-69,-79,-80,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-76,-76,-52,-52,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-44,-100
301,-100,-100,-100,-100,-48,-52,-100,-100,-100,-100,-87,-100,-100,-61,-100,-68,-68,-79,-79,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-79,-48,-48,-72,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-64,-44,-100
301,-100,-100,-100,-100,-48,-52,-100,-100,-100,-100,-87,-100,-100,-61,-100,-68,-68,-79,-79,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-79,-48,-48,-72,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-64,-44,-100
301,-100,-100,-100,-100,-45,-52,-100,-100,-100,-100,-100,-100,-73,-100,-100,-70,-70,-82,-82,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-79,-79,-51,-51,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-64,-43,-100
301,-100,-100,-100,-100,-45,-52,-100,-100,-100,-100,-100,-100,-73,-100,-100,-70,-70,-82,-82,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-79,-79,-51,-51,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-64,-43,-100
301,-100,-88,-100,-100,-46,-54,-46,-100,-100,-100,-100,-100,-71,-62,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-79,-79,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-68,-44,-100
301,-100,-88,-100,-100,-46,-54,-46,-100,-100,-100,-100,-100,-71,-62,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-79,-79,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-68,-44,-100
300,-100,-100,-100,-100,-45,-47,-45,-47,-100,-100,-86,-100,-76,-61,-100,-100,-100,-73,-78,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-73,-73,-100,-100,-67,-67,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-48,-100
300,-100,-100,-100,-100,-47,-55,-100,-100,-100,-100,-100,-100,-71,-59,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-66,-66,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-47,-100
300,-100,-100,-100,-100,-47,-55,-100,-100,-100,-100,-100,-100,-71,-59,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-100,-100,-66,-66,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-47,-100
300,-100,-100,-100,-100,-47,-52,-100,-100,-100,-100,-83,-100,-74,-59,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-46,-100
300,-100,-100,-100,-100,-47,-52,-100,-100,-100,-100,-83,-100,-74,-59,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-64,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-46,-100
300,-100,-100,-100,-100,-48,-54,-100,-100,-100,-100,-85,-100,-72,-60,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-85,-100,-78,-78,-72,-72,-49,-49,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-45,-100
300,-100,-100,-100,-100,-48,-54,-100,-100,-100,-100,-85,-100,-72,-60,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-85,-100,-78,-78,-72,-72,-49,-49,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-45,-100
300,-100,-85,-100,-100,-46,-57,-100,-100,-100,-100,-83,-100,-76,-57,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-63,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-44,-100
300,-100,-85,-100,-100,-46,-57,-100,-100,-100,-100,-83,-100,-76,-57,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-63,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-44,-100
300,-100,-100,-100,-100,-47,-55,-100,-55,-100,-100,-85,-100,-72,-59,-100,-100,-100,-76,-77,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-74,-74,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-45,-100
299,-100,-100,-100,-100,-44,-56,-100,-56,-100,-100,-84,-100,-74,-60,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-72,-72,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-44,-100
299,-100,-100,-100,-100,-49,-59,-49,-100,-100,-100,-100,-100,-72,-59,-100,-67,-68,-74,-75,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-75,-76,-50,-50,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-66,-47,-100
299,-100,-100,-100,-100,-43,-53,-100,-53,-100,-100,-84,-100,-72,-60,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-74,-75,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-62,-45,-100
299,-100,-100,-100,-100,-43,-53,-100,-53,-100,-100,-84,-100,-72,-60,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-74,-75,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-62,-45,-100
299,-100,-100,-100,-100,-40,-51,-100,-52,-100,-100,-100,-100,-69,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-76,-76,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-49,-100
299,-100,-100,-100,-100,-40,-51,-100,-52,-100,-100,-100,-100,-69,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-76,-76,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-49,-100
299,-100,-100,-100,-100,-47,-56,-100,-100,-100,-100,-100,-100,-72,-60,-100,-66,-66,-77,-77,-100,-100,-100,-100,-100,-100,-84,-84,-80,-80,-74,-74,-50,-50,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-67,-46,-100
299,-100,-100,-100,-100,-47,-56,-100,-100,-100,-100,-100,-100,-72,-60,-100,-66,-66,-77,-77,-100,-100,-100,-100,-100,-100,-84,-84,-80,-80,-74,-74,-50,-50,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-67,-46,-100
299,-100,-100,-100,-100,-47,-56,-100,-100,-100,-100,-100,-100,-75,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-71,-71,-100,-100,-65,-65,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-46,-100
299,-100,-100,-100,-100,-47,-56,-100,-100,-100,-100,-100,-100,-75,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-71,-71,-100,-100,-65,-65,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-46,-100
298,-100,-100,-100,-100,-44,-58,-44,-100,-100,-100,-87,-100,-74,-60,-100,-71,-72,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-54,-54,-60,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-63,-51,-100
298,-100,-100,-100,-100,-46,-59,-46,-100,-100,-100,-100,-100,-69,-66,-100,-70,-70,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-83,-82,-46,-46,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-55,-100
298,-100,-100,-100,-100,-46,-59,-46,-100,-100,-100,-100,-100,-69,-66,-100,-70,-70,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-83,-82,-46,-46,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-55,-100
298,-100,-100,-100,-100,-46,-57,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-84,-84,-100,-100,-61,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-66,-51,-100
298,-100,-100,-100,-100,-46,-57,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-84,-84,-100,-100,-61,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-66,-51,-100
298,-100,-100,-100,-100,-45,-58,-100,-59,-100,-100,-87,-100,-72,-58,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-86,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-63,-48,-100
298,-100,-100,-100,-100,-45,-58,-100,-59,-100,-100,-87,-100,-72,-58,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-86,-86,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-63,-48,-100
298,-100,-100,-100,-100,-46,-59,-46,-100,-100,-100,-100,-100,-70,-59,-100,-68,-68,-80,-80,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-84,-84,-49,-49,-65,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-48,-100
298,-100,-100,-100,-100,-46,-59,-46,-100,-100,-100,-100,-100,-70,-59,-100,-68,-68,-80,-80,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-84,-84,-49,-49,-65,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-48,-100
298,-100,-100,-100,-100,-46,-60,-46,-100,-100,-100,-100,-100,-68,-65,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-81,-81,-100,-100,-62,-63,-100,-100,-100,-100,-100,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-51,-100
297,-100,-100,-100,-100,-44,-58,-100,-58,-100,-100,-100,-100,-68,-64,-100,-100,-68,-82,-82,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-75,-75,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-50,-100
297,-100,-100,-100,-100,-52,-55,-52,-100,-100,-100,-89,-100,-74,-64,-100,-100,-71,-79,-79,-100,-100,-100,-100,-100,-100,-83,-82,-79,-79,-81,-81,-44,-45,-65,-66,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-59,-100
297,-100,-100,-100,-100,-52,-55,-52,-100,-100,-100,-89,-100,-74,-64,-100,-100,-71,-79,-79,-100,-100,-100,-100,-100,-100,-83,-82,-79,-79,-81,-81,-44,-45,-65,-66,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-59,-100
297,-100,-100,-100,-100,-48,-56,-100,-57,-100,-100,-100,-100,-71,-62,-100,-71,-71,-78,-78,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-78,-78,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-56,-100
297,-100,-100,-100,-100,-48,-56,-100,-57,-100,-100,-100,-100,-71,-62,-100,-71,-71,-78,-78,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-78,-78,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-56,-100
297,-100,-85,-100,-100,-48,-55,-100,-55,-100,-100,-100,-100,-71,-64,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-78,-79,-100,-100,-68,-67,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-60,-100
297,-100,-85,-100,-100,-48,-55,-100,-55,-100,-100,-100,-100,-71,-64,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-78,-79,-100,-100,-68,-67,-100,-100,-100,-100,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-60,-100
297,-100,-100,-100,-100,-51,-57,-100,-56,-100,-100,-86,-100,-73,-61,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-79,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-54,-100
297,-100,-100,-100,-100,-51,-57,-100,-56,-100,-100,-86,-100,-73,-61,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-79,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-54,-100
297,-100,-100,-100,-100,-51,-55,-51,-55,-100,-100,-88,-100,-74,-62,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-79,-79,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-54,-100
296,-100,-87,-100,-100,-51,-55,-100,-100,-100,-100,-100,-100,-74,-63,-100,-70,-70,-78,-82,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-77,-78,-43,-44,-64,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-54,-100
296,-100,-100,-100,-100,-59,-59,-58,-100,-100,-100,-100,-100,-69,-64,-100,-77,-77,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-62,-100,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-56,-100
